strategy,strategy_type,activation_time,entry_time,exit_time,spot_price_at_entry,spot_price_at_exit,option_type,strike_price,strike_type,entry_premium,exit_premium,premium_change,lots,lot_size,investment,pnl,net_pnl,return_percentage,is_win,exit_reason,holding_minutes,signal_reason,entry_delta,entry_theta,entry_vega,entry_gamma,exit_delta,exit_theta,exit_vega,exit_gamma,delta_change,theta_change,vega_change,gamma_change,market_rsi,market_sma_20,market_volume,market_volume_sma,market_price_change,market_high_low_range,brokerage,risk_reward_ratio,max_profit_potential,max_loss_potential
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:50:04.104583318,23349.01,23255.57619367511,CE,23800.0,OTM,307.52000000000044,303.67394491512056,-3.846055084879879,1,50,15376.000000000022,-192.30275424399395,-232.30275424399395,-1.2506682768209785,False,STOP_LOSS,5.002635312232481,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.5168222586602964,-0.056466237163257674,0.2071800243486188,0.02376724914156134,0.016822258660296407,-0.006466237163257671,0.00718002434861878,0.0037672491415613393,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:52:23.149014755,23349.01,23039.339794052834,CE,23800.0,OTM,307.52000000000044,335.82304778967165,28.30304778967121,1,50,15376.000000000022,1415.1523894835605,1375.1523894835605,9.203644572603787,True,TARGET_ACHIEVED,11.506488362972739,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.4599869182350376,-0.04018066332604046,0.20981759544862374,0.01702032786188106,-0.04001308176496238,0.009819336673959546,0.009817595448623734,-0.002979672138118939,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
RSI_DIVERGENCE_LOSING,FROZEN,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:55:34.675475149,23349.01,23468.534780155904,CE,23800.0,OTM,307.52000000000044,336.9911585205714,29.471158520570953,1,50,15376.000000000022,1473.5579260285476,1433.5579260285476,9.583493275419782,True,TARGET_ACHIEVED,11.936511206464452,RSI frozen,0.5,-0.05,0.2,0.02,0.47668777373715204,-0.05738901749074714,0.19486010156325334,0.017305187354839276,-0.023312226262847957,-0.007389017490747135,-0.0051398984367466705,-0.0026948126451607247,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:52:27.177863569,23349.01,23516.177973281152,CE,23800.0,OTM,307.52000000000044,330.26156151803434,22.741561518033905,1,50,15376.000000000022,1137.0780759016952,1097.0780759016952,7.395148776675947,True,TARGET_ACHIEVED,10.778530989602789,Stochastic frozen,0.5,-0.05,0.2,0.02,0.48706273749523893,-0.04612553053247609,0.19154398660643426,0.018477188531166137,-0.012937262504761071,0.003874469467523914,-0.008456013393565748,-0.001522811468833863,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:50:02.907159428,23349.01,23416.871788225188,CE,23800.0,OTM,307.52000000000044,341.0480689736104,33.52806897360995,1,50,15376.000000000022,1676.4034486804974,1636.4034486804974,10.902727944071898,True,TARGET_ACHIEVED,11.17963258372783,Trend frozen,0.5,-0.05,0.2,0.02,0.5431438639463899,-0.04779383346438201,0.18824917998680946,0.019315598493412092,0.043143863946389915,0.00220616653561799,-0.011750820013190555,-0.0006844015065879082,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MACD_DIVERGENCE_LOSING,RE-OPTIMIZED,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:50:03.656126985,23349.01,23321.184517072863,CE,23800.0,OTM,307.52000000000044,341.0525489362071,33.53254893620664,1,50,15376.000000000022,1676.627446810332,1636.627446810332,10.90418474772587,True,TARGET_ACHIEVED,8.45938939204162,MACD re-optimized,0.5,-0.05,0.2,0.02,0.48603448434552565,-0.04746604794704723,0.21957936716445733,0.020154937202776575,-0.013965515654474348,0.002533952052952773,0.019579367164457323,0.00015493720277657413,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MOMENTUM_REVERSAL_LOSING,RE-OPTIMIZED,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:55:20.061323932,23349.01,22956.608245258714,CE,23800.0,OTM,307.52000000000044,336.0856165491757,28.565616549175274,1,50,15376.000000000022,1428.2808274587637,1388.2808274587637,9.289027233732842,True,TARGET_ACHIEVED,5.942558708789888,Momentum re-optimized,0.5,-0.05,0.2,0.02,0.5238450445168266,-0.05638407176495365,0.18123547439580487,0.01580736340603432,0.023845044516826563,-0.006384071764953647,-0.018764525604195142,-0.004192636593965682,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
BOLLINGER_SQUEEZE_LOSING,RE-OPTIMIZED,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:54:44.285521714,23349.01,23605.533357875905,CE,23800.0,OTM,307.52000000000044,332.42549966874265,24.90549966874221,1,50,15376.000000000022,1245.2749834371104,1205.2749834371104,8.098822733071726,True,TARGET_ACHIEVED,10.239140339131746,Bollinger re-optimized,0.5,-0.05,0.2,0.02,0.4630737071053507,-0.04615668679461422,0.19886607464279293,0.020269025002263123,-0.036926292894649326,0.0038433132053857857,-0.0011339253572070773,0.00026902500226312284,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
BREAKOUT_REVERSAL_LOSING,RE-OPTIMIZED,2026-04-02 11:45:00.000000,2026-04-02 11:45:00.000000,2026-04-02 11:56:45.412563521,23349.01,23673.887476630887,CE,23800.0,OTM,307.52000000000044,333.8306377631425,26.31063776314204,1,50,15376.000000000022,1315.531888157102,1275.531888157102,8.55574849217677,True,TARGET_ACHIEVED,8.18863254984645,Breakout re-optimized,0.5,-0.05,0.2,0.02,0.4531602506759695,-0.04916412675599574,0.18584046885638147,0.02078071790453108,-0.04683974932403051,0.0008358732440042621,-0.014159531143618537,0.0007807179045310787,78.30097649465472,23254.7315,755018.0,1015507.35,0.0006865815311281054,0.003018971682311069,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 12:00:00.000000,2026-04-02 12:00:00.000000,2026-04-02 12:07:46.239259408,23345.03,23477.099622161608,CE,23800.0,OTM,307.52000000000044,338.4139916920385,30.89399169203807,1,50,15376.000000000022,1544.6995846019036,1504.6995846019036,10.046173156880212,True,TARGET_ACHIEVED,7.252096718676089,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.5369081860697393,-0.05251572630931711,0.2161115647337869,0.019094787726937734,0.036908186069739335,-0.0025157263093171095,0.016111564733786887,-0.0009052122730622662,52.54880044708804,23340.763,1081543.0,1027644.45,0.0002630802064707005,0.004624538927557719,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 12:00:00.000000,2026-04-02 12:00:00.000000,2026-04-02 12:09:36.027698056,23345.03,23498.412076006833,CE,23800.0,OTM,307.52000000000044,338.51419505477764,30.994195054777208,1,50,15376.000000000022,1549.7097527388605,1509.7097527388605,10.078757497000899,True,TARGET_ACHIEVED,8.082113241214316,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.5068628984566327,-0.055525607875220186,0.2008894763912507,0.024361979920412943,0.006862898456632682,-0.005525607875220183,0.0008894763912506987,0.004361979920412942,52.54880044708804,23340.763,1081543.0,1027644.45,0.0002630802064707005,0.004624538927557719,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 12:00:00.000000,2026-04-02 12:00:00.000000,2026-04-02 12:06:54.594521898,23345.03,22965.024147864926,CE,23800.0,OTM,307.52000000000044,334.7751487265822,27.25514872658175,1,50,15376.000000000022,1362.7574363290876,1322.7574363290876,8.862886552608519,True,TARGET_ACHIEVED,9.953870699236878,Trend frozen,0.5,-0.05,0.2,0.02,0.5495677374059766,-0.044197468432895834,0.20239035464517227,0.023277837051500605,0.04956773740597664,0.005802531567104169,0.00239035464517226,0.0032778370515006046,52.54880044708804,23340.763,1081543.0,1027644.45,0.0002630802064707005,0.004624538927557719,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 12:15:00.000000,2026-04-02 12:15:00.000000,2026-04-02 12:26:08.585291094,23384.05,23367.25169013711,CE,23800.0,OTM,307.52000000000044,300.98287004960974,-6.537129950390693,1,50,15376.000000000022,-326.8564975195346,-366.8564975195346,-2.1257576581655444,False,STOP_LOSS,6.671871540628294,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.46897438409544256,-0.051458144243195815,0.20735738191982583,0.021760204158053215,-0.031025615904557435,-0.0014581442431958122,0.007357381919825823,0.0017602041580532142,61.533450263091495,23369.0045,1045018.0,1003264.6,0.00043210497156009886,0.00481268214872962,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 12:15:00.000000,2026-04-02 12:15:00.000000,2026-04-02 12:24:09.682327439,23384.05,23506.198573919668,CE,23800.0,OTM,307.52000000000044,331.4269418096291,23.906941809628677,1,50,15376.000000000022,1195.347090481434,1155.347090481434,7.77410958949943,True,TARGET_ACHIEVED,6.009113864031137,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.4526207993221993,-0.05915976969523034,0.20913846948066614,0.0243471130090337,-0.047379200677800715,-0.009159769695230337,0.009138469480666128,0.0043471130090337005,61.533450263091495,23369.0045,1045018.0,1003264.6,0.00043210497156009886,0.00481268214872962,40,3.1999999999999997,1230.0800000000017,384.40000000000055
RSI_DIVERGENCE_LOSING,FROZEN,2026-04-02 12:15:00.000000,2026-04-02 12:15:00.000000,2026-04-02 12:25:54.757359731,23384.05,23569.904733239608,CE,23800.0,OTM,307.52000000000044,334.98094897329065,27.460948973290215,1,50,15376.000000000022,1373.0474486645107,1333.0474486645107,8.929809109420582,True,TARGET_ACHIEVED,10.201675066335874,RSI frozen,0.5,-0.05,0.2,0.02,0.5210026526161706,-0.05684096679596272,0.19187360633875414,0.02303445665329523,0.021002652616170625,-0.006840966795962716,-0.008126393661245873,0.0030344566532952283,61.533450263091495,23369.0045,1045018.0,1003264.6,0.00043210497156009886,0.00481268214872962,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 12:15:00.000000,2026-04-02 12:15:00.000000,2026-04-02 12:23:21.485505171,23384.05,23292.300650268597,CE,23800.0,OTM,307.52000000000044,336.04869138009786,28.528691380097428,1,50,15376.000000000022,1426.4345690048713,1386.4345690048713,9.277019829636245,True,TARGET_ACHIEVED,6.564140798553421,Trend frozen,0.5,-0.05,0.2,0.02,0.4938878126319404,-0.05692746973549589,0.21042780068406292,0.01814569309067232,-0.006112187368059574,-0.006927469735495885,0.010427800684062905,-0.0018543069093276791,61.533450263091495,23369.0045,1045018.0,1003264.6,0.00043210497156009886,0.00481268214872962,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:40:59.207083616,23468.46,23006.048832850636,CE,23800.0,OTM,307.52000000000044,334.00721976812923,26.487219768128796,1,50,15376.000000000022,1324.36098840644,1284.36098840644,8.613169799729697,True,TARGET_ACHIEVED,5.557725527672577,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.4545384132693286,-0.0546431223182807,0.21699155813771087,0.017256700979049727,-0.04546158673067141,-0.0046431223182807,0.01699155813771086,-0.002743299020950274,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:38:34.090765798,23468.46,23137.218356242607,CE,23800.0,OTM,307.52000000000044,339.8964586912946,32.37645869129415,1,50,15376.000000000022,1618.8229345647073,1578.8229345647073,10.528244891809996,True,TARGET_ACHIEVED,8.385175538966358,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.4704770033852111,-0.046204498842783895,0.20781754634840643,0.022444648588363397,-0.02952299661478891,0.003795501157216108,0.007817546348406423,0.002444648588363397,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
RSI_DIVERGENCE_LOSING,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:41:35.115597465,23468.46,23433.065791024965,CE,23800.0,OTM,307.52000000000044,341.28809394188073,33.768093941880295,1,50,15376.000000000022,1688.4046970940149,1648.4046970940149,10.980779767781039,True,TARGET_ACHIEVED,9.523862610652634,RSI frozen,0.5,-0.05,0.2,0.02,0.5318678708091886,-0.05946111938698644,0.21014591483507142,0.015731416470297233,0.031867870809188625,-0.00946111938698644,0.010145914835071407,-0.004268583529702767,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:41:15.629010188,23468.46,23701.782211869035,CE,23800.0,OTM,307.52000000000044,334.8468713342518,27.326871334251337,1,50,15376.000000000022,1366.3435667125668,1326.3435667125668,8.886209460929791,True,TARGET_ACHIEVED,5.272530100250481,Trend frozen,0.5,-0.05,0.2,0.02,0.5391819892192321,-0.0439369958748546,0.2056554769215032,0.015189208217581785,0.039181989219232105,0.006063004125145405,0.0056554769215032,-0.004810791782418215,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
VOLUME_SPIKE_LOSING,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:39:29.180965833,23468.46,23276.926972670826,CE,23800.0,OTM,307.52000000000044,332.490730846497,24.970730846496565,1,50,15376.000000000022,1248.5365423248281,1208.5365423248281,8.120034744568331,True,TARGET_ACHIEVED,7.572821897640106,Volume frozen,0.5,-0.05,0.2,0.02,0.45552374520584443,-0.04586235441361692,0.18190443132202658,0.020322505812258144,-0.04447625479415557,0.004137645586383083,-0.018095568677973434,0.0003225058122581434,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
HIGH_VOLUME_LOSING,FROZEN,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:38:22.898933193,23468.46,23108.062194229515,CE,23800.0,OTM,307.52000000000044,331.42250818758725,23.902508187586818,1,50,15376.000000000022,1195.125409379341,1155.125409379341,7.772667854964485,True,TARGET_ACHIEVED,8.8200582069659,High volume frozen,0.5,-0.05,0.2,0.02,0.5058419344050693,-0.049248464453510034,0.21197182937821668,0.02387972585243315,0.0058419344050693045,0.000751535546489969,0.01197182937821667,0.003879725852433149,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MACD_DIVERGENCE_LOSING,RE-OPTIMIZED,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:37:26.829009783,23468.46,23778.057845576164,CE,23800.0,OTM,307.52000000000044,340.5577731994637,33.03777319946329,1,50,15376.000000000022,1651.8886599731645,1611.8886599731645,10.743292533644395,True,TARGET_ACHIEVED,7.843660563499178,MACD re-optimized,0.5,-0.05,0.2,0.02,0.5460542185368178,-0.04548780683181788,0.18143089324473805,0.021957270041673423,0.04605421853681779,0.004512193168182126,-0.018569106755261966,0.001957270041673422,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
BOLLINGER_SQUEEZE_LOSING,RE-OPTIMIZED,2026-04-02 12:30:00.000000,2026-04-02 12:30:00.000000,2026-04-02 12:38:59.356493958,23468.46,23584.386810691823,CE,23800.0,OTM,307.52000000000044,335.70358564673234,28.1835856467319,1,50,15376.000000000022,1409.179282336595,1369.179282336595,9.164797621856094,True,TARGET_ACHIEVED,5.4645200173705435,Bollinger re-optimized,0.5,-0.05,0.2,0.02,0.4603575437086132,-0.05039864867461053,0.20932478185070322,0.019899211362947946,-0.039642456291386796,-0.0003986486746105286,0.009324781850703207,-0.00010078863705205443,63.5798142631852,23418.565,1369961.0,988030.55,0.0005222497581662822,0.0019051100924390764,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:55:17.046458554,23582.57,23256.916707197513,CE,23800.0,OTM,307.52000000000044,340.4480877841124,32.92808778411194,1,50,15376.000000000022,1646.404389205597,1606.404389205597,10.707624799724211,True,TARGET_ACHIEVED,11.402942562958465,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.4920046057991864,-0.04391814969925803,0.19787251947260098,0.024667126522718144,-0.007995394200813577,0.006081850300741973,-0.0021274805273990283,0.004667126522718144,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:52:42.900508285,23582.57,23409.861696745527,CE,23800.0,OTM,307.52000000000044,335.26533443537875,27.74533443537831,1,50,15376.000000000022,1387.2667217689154,1347.2667217689154,9.02228617175412,True,TARGET_ACHIEVED,7.73715965704765,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.45417637293574487,-0.05751107318609718,0.1882414855511281,0.021750526059542957,-0.045823627064255135,-0.007511073186097179,-0.01175851444887191,0.0017505260595429561,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
RSI_DIVERGENCE_LOSING,FROZEN,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:50:21.854113637,23582.57,23596.456773136317,CE,23800.0,OTM,307.52000000000044,330.4409390960368,22.920939096036363,1,50,15376.000000000022,1146.0469548018182,1106.0469548018182,7.453479154538349,True,TARGET_ACHIEVED,7.196765552559837,RSI frozen,0.5,-0.05,0.2,0.02,0.4783516350255983,-0.04904039717688874,0.21744077742888573,0.015993525438487245,-0.0216483649744017,0.0009596028231112635,0.017440777428885723,-0.004006474561512756,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:52:38.362551265,23582.57,23875.92130064103,CE,23800.0,OTM,307.52000000000044,302.47243664534295,-5.047563354657484,1,50,15376.000000000022,-252.3781677328742,-292.3781677328742,-1.641377261530137,False,STOP_LOSS,7.684352146385658,Stochastic frozen,0.5,-0.05,0.2,0.02,0.4768108784740348,-0.046405461942770815,0.18144214420406146,0.02498163719588155,-0.023189121525965195,0.003594538057229188,-0.01855785579593855,0.004981637195881551,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:56:25.450298827,23582.57,23967.602084361894,CE,23800.0,OTM,307.52000000000044,301.4888971484849,-6.031102851515527,1,50,15376.000000000022,-301.55514257577636,-341.55514257577636,-1.9612067024959414,False,STOP_LOSS,9.727772887841198,Trend frozen,0.5,-0.05,0.2,0.02,0.4958986969296684,-0.04264912948357892,0.20872206758489348,0.02380312151735121,-0.0041013030703315745,0.007350870516421082,0.008722067584893467,0.00380312151735121,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
BOLLINGER_SQUEEZE_LOSING,RE-OPTIMIZED,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:50:30.934251147,23582.57,23451.791418087298,CE,23800.0,OTM,307.52000000000044,341.6732678743684,34.15326787436794,1,50,15376.000000000022,1707.663393718397,1667.663393718397,11.106031436774158,True,TARGET_ACHIEVED,7.287783275549749,Bollinger re-optimized,0.5,-0.05,0.2,0.02,0.47440659042095107,-0.04452413716050456,0.18078892093879284,0.021453708645140786,-0.02559340957904893,0.005475862839495443,-0.01921107906120717,0.001453708645140786,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
BREAKOUT_REVERSAL_LOSING,RE-OPTIMIZED,2026-04-02 12:45:00.000000,2026-04-02 12:45:00.000000,2026-04-02 12:51:21.196257800,23582.57,23693.408890313734,CE,23800.0,OTM,307.52000000000044,303.2829520900666,-4.237047909933835,1,50,15376.000000000022,-211.85239549669177,-251.85239549669177,-1.3778121455299912,False,STOP_LOSS,11.967579705614185,Breakout re-optimized,0.5,-0.05,0.2,0.02,0.5037483944809104,-0.050472045385114725,0.21622398719892183,0.02249462200214046,0.0037483944809103553,-0.00047204538511472216,0.01622398719892182,0.00249462200214046,93.3689205219452,23493.254,816832.0,1029724.8,0.00034571370154612424,0.0033961523277573286,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MULTI_TIMEFRAME_LOSING,FROZEN,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:11:38.213451821,23633.02,23172.848851026964,CE,23800.0,OTM,307.52000000000044,338.6730292692333,31.15302926923289,1,50,15376.000000000022,1557.6514634616444,1517.6514634616444,10.13040754072348,True,TARGET_ACHIEVED,8.772755186126187,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.4555388527039396,-0.05717942992919641,0.2049556857737616,0.018451466935067138,-0.04446114729606038,-0.007179429929196408,0.004955685773761598,-0.0015485330649328624,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
AI_ENHANCED_LOSING,FROZEN,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:05:02.549953812,23633.02,23804.84244917507,CE,23800.0,OTM,307.52000000000044,303.8165790254367,-3.7034209745637554,1,50,15376.000000000022,-185.17104872818777,-225.17104872818777,-1.204286217014747,False,STOP_LOSS,5.770745337482611,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.5386416372931064,-0.05412111506187506,0.19736362225453208,0.018266883063361942,0.038641637293106434,-0.004121115061875055,-0.0026363777454679327,-0.0017331169366380586,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
RSI_DIVERGENCE_LOSING,FROZEN,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:06:37.251276175,23633.02,24053.468309034535,CE,23800.0,OTM,307.52000000000044,337.00555440700896,29.48555440700852,1,50,15376.000000000022,1474.277720350426,1434.277720350426,9.588174560031373,True,TARGET_ACHIEVED,8.001742309652268,RSI frozen,0.5,-0.05,0.2,0.02,0.4966435156978285,-0.041178854161054095,0.19860079451788443,0.02489466410208491,-0.003356484302171503,0.008821145838945908,-0.0013992054821155842,0.00489466410208491,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:05:10.610895580,23633.02,24036.033366576914,CE,23800.0,OTM,307.52000000000044,335.2792403809906,27.75924038099015,1,50,15376.000000000022,1387.9620190495075,1347.9620190495075,9.026808136378158,True,TARGET_ACHIEVED,6.080499698480626,Trend frozen,0.5,-0.05,0.2,0.02,0.5225769377296045,-0.04306540637411907,0.18763848513243492,0.019830780399552595,0.02257693772960445,0.006934593625880933,-0.012361514867565093,-0.0001692196004474053,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MACD_DIVERGENCE_LOSING,RE-OPTIMIZED,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:09:08.666474912,23633.02,23341.816485135838,CE,23800.0,OTM,307.52000000000044,332.95807623063024,25.438076230629804,1,50,15376.000000000022,1271.9038115314902,1231.9038115314902,8.272007098930075,True,TARGET_ACHIEVED,8.291079596827462,MACD re-optimized,0.5,-0.05,0.2,0.02,0.45314843133008004,-0.04169381472563159,0.1967288764007736,0.024921657185284746,-0.04685156866991996,0.00830618527436841,-0.0032711235992264054,0.004921657185284745,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
WILLIAMS_REVERSAL_LOSING,RE-OPTIMIZED,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:11:29.804801194,23633.02,23483.87227998721,CE,23800.0,OTM,307.52000000000044,336.8057899134629,29.28578991346245,1,50,15376.000000000022,1464.2894956731225,1424.2894956731225,9.523214722119668,True,TARGET_ACHIEVED,7.088830146616791,Williams re-optimized,0.5,-0.05,0.2,0.02,0.4535291310257649,-0.043662185608006124,0.20402363691448178,0.022039712097681775,-0.04647086897423508,0.006337814391993879,0.004023636914481765,0.002039712097681775,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
MOMENTUM_REVERSAL_LOSING,RE-OPTIMIZED,2026-04-02 13:00:00.000000,2026-04-02 13:00:00.000000,2026-04-02 13:09:21.760985984,23633.02,23474.846152822254,CE,23800.0,OTM,307.52000000000044,303.51415892600454,-4.005841073995896,1,50,15376.000000000022,-200.2920536997948,-240.2920536997948,-1.302627820628216,False,STOP_LOSS,8.392316265952658,Momentum re-optimized,0.5,-0.05,0.2,0.02,0.48497945717101626,-0.04586707854379669,0.18135507829075387,0.015291887891159386,-0.01502054282898374,0.004132921456203316,-0.018644921709246143,-0.004708112108840614,60.41171477079847,23610.2025,1031778.0,1052893.55,0.0007796021191965874,0.006028006577238235,40,3.1999999999999997,1230.0800000000017,384.40000000000055
